,carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,milage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
406,Limousine,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,S 65 AMG,S 65 AMG L,False,car,,3,l_km_consumption
407,SUV,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2009,0.0,,ML 63 AMG,ML 63 AMG 4Matic,False,car,,3,l_km_consumption
408,Limousine,Grey,Occasion,,,Zuzwil,,Audi,1998,0.0,,S6,S6 quattro 4.2,False,car,,5,l_km_consumption
409,Coupé,Grey,Occasion,,,Zuzwil,,Ferrari,2000,0.0,,F360,F360 Modena Berlinetta,False,car,,4,l_km_consumption
410,Coupé,Anthracite,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,SLR,730PS,False,car,,6,
411,Cabriolet,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,SL 55 AMG,SL 55 AMG,False,car,,4,l_km_consumption
412,Cabriolet,Grey,Occasion,,,Zuzwil,,Porsche,2002,0.0,,911,911 Carrera Targa,False,car,,1,l_km_consumption
413,Coupé,Grey,Restored,,,Zuzwil,,Renault,1972,0.0,,Alpine A110,1600S VC,False,car,,7,
414,Cabriolet,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,1993,0.0,,SL 600,SL 600,False,car,,2,
415,Coupé,Grey,Occasion,,,Zuzwil,,Porsche,2001,0.0,,911,911 Turbo,False,car,,8,l_km_consumption
416,Limousine,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,S-CLASS,S 55 L AMG,False,car,,2,l_km_consumption
417,Cabriolet,Grey,Occasion,,,Zuzwil,,BMW,2002,0.0,,M3,M3,False,car,,6,l_km_consumption
418,Limousine,Grey,Occasion,,,Zuzwil,,BMW,1995,0.0,,740,740i,False,car,,11,
419,Cabriolet,Grey,Occasion,,,Zuzwil,,Lamborghini,2011,0.0,,GALLARDO,Gallardo LP560-4 Spyder,False,car,,4,l_km_consumption
420,Cabriolet,Grey,Occasion,,,Zuzwil,,Dodge,1994,0.0,,VIPER,null,False,car,,4,
421,Limousine,Anthracite,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,S 65 AMG,S 65 AMG L,False,car,,6,l_km_consumption
422,Limousine,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,E 500,E 500 Avantgarde,False,car,,5,l_km_consumption
423,Limousine,Grey,Occasion,,,Zuzwil,,Audi,1997,0.0,,A8,A8 4.2 quattro,False,car,,1,l_km_consumption
424,Cabriolet,Grey,Occasion,,,Zuzwil,,Porsche,2000,0.0,,BOXSTER,Boxster S 3.2,False,car,,7,l_km_consumption
425,Cabriolet,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,1997,0.0,,SL 500,SL 500,False,car,,6,l_km_consumption
426,Coupé,Grey,Occasion,,,Zuzwil,,Ferrari,1997,0.0,,456,456 GTA,False,car,,11,l_km_consumption
427,Limousine,Grey,Restored,,,Zuzwil,,Ford,1966,0.0,,CORTINA,Cortina Lotus,False,car,,4,
428,Cabriolet,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2011,0.0,,SLK 200,SLK 200,False,car,,5,l_km_consumption
429,SUV,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2012,0.0,,ML 63 AMG,ML 63 AMG 4Matic,False,car,,6,l_km_consumption
430,Limousine,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,S 65 AMG,S 65 AMG L,False,car,,9,l_km_consumption
431,Limousine,Grey,Occasion,,,Zuzwil,,BMW,1982,0.0,,323,323i,False,car,,4,
432,Limousine,Anthracite,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,CLS 500,CLS 500,False,car,,1,l_km_consumption
433,SUV,Grey,Occasion,,,Zuzwil,,Land Rover,1998,0.0,,RANGE ROVER,Range Rover 4.6 HSE,False,car,,6,l_km_consumption
434,Coupé,Grey,Occasion,,,Zuzwil,,Porsche,1999,0.0,,911,911 Carrera 4,False,car,,11,l_km_consumption
435,Station Wagon,Grey,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,6,l_km_consumption
436,Coupé,Grey,Occasion,,,Zuzwil,,Aston Martin,2003,0.0,,V12 Vanquish,Vanquish V12,False,car,,1,l_km_consumption
437,Coupé,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2001,0.0,,CL 500,CL 500,False,car,,11,l_km_consumption
438,Limousine,Grey,Occasion,,,Zuzwil,,BMW,2010,0.0,,530 Gran Turismo,530d GT,False,car,,1,l_km_consumption
439,Coupé,Grey,Occasion,,,Zuzwil,,Porsche,2009,0.0,,911,911 GT2,False,car,,5,l_km_consumption
440,Limousine,Grey,Occasion,,,Zuzwil,,BMW,1995,0.0,,740,740i,False,car,,7,
441,Limousine,Grey,Restored,,,Zuzwil,,BMW,1975,0.0,,null,1602,False,car,,2,
442,SUV,Grey,Occasion,,,Zuzwil,,Land Rover,1989,0.0,,RANGE ROVER,3.5,False,car,,3,
443,Coupé,Anthracite,Occasion,,,Zuzwil,,Renault,1981,0.0,,ALPINE,Alpine A310 V6,False,car,,5,
444,Coupé,Grey,Occasion,,,Zuzwil,,Talbot,1982,0.0,,MATRA,Murena 2.2,False,car,,4,
445,Cabriolet,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,SLK 350,SLK 350,False,car,,3,l_km_consumption
446,Cabriolet,Grey,Restored,,,Zuzwil,,Austin-Healey,1960,0.0,,null,BT7 3000 Mk I,False,car,,1,
447,SUV,Grey,Occasion,,,Zuzwil,,Porsche,2006,0.0,,CAYENNE,Cayenne Turbo S,False,car,,8,l_km_consumption
448,Cabriolet,Grey,Occasion,,,Zuzwil,,Lotus,2002,0.0,,Super Seven,HKT,False,car,,9,
449,SUV,Grey,Occasion,,,Zuzwil,,Porsche,2003,0.0,,CAYENNE,Cayenne S,False,car,,3,l_km_consumption
450,Limousine,Grey,Occasion,,,Zuzwil,,Maserati,2010,0.0,,QUATTROPORTE,Quattroporte 4.7 S,False,car,,11,l_km_consumption
451,Limousine,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2011,0.0,,S 250,S 250 CDI BlueEff SS,False,car,,9,l_km_consumption
452,Limousine,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,S 320,S 320 CDI,False,car,,2,l_km_consumption
453,Coupé,Grey,Occasion,,,Zuzwil,,Ferrari,2000,0.0,,456,456M GTA,False,car,,5,l_km_consumption
454,Cabriolet,Anthracite,Occasion,,,Zuzwil,,Lamborghini,2006,0.0,,MURCIÉLAGO,Murciélago 6.2 Roadster,False,car,,1,l_km_consumption
455,Cabriolet,Grey,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 500,SL 500,False,car,,2,l_km_consumption
456,Limousine,Green,Occasion,,,Zuzwil,,BMW,2007,0.0,,730,730i,False,car,,9,l_km_consumption
457,Limousine,Green,Occasion,,,Zuzwil,,BMW,1999,0.0,,M5,M5,False,car,,9,l_km_consumption
458,Coupé,Green,Occasion,,,Zuzwil,,Simca,1976,0.0,,null,Rallye2,False,car,,11,
459,Cabriolet,Green,Occasion,,,Zuzwil,,BMW,2002,0.0,,M3,M3,False,car,,12,l_km_consumption
460,SUV,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2007,0.0,,ML 63 AMG,ML 63 AMG 4Matic,False,car,,3,l_km_consumption
461,Coupé,Green,Occasion,,,Zuzwil,,Audi,2007,0.0,,R8,R8 Coupé 4.2,False,car,,9,l_km_consumption
462,Station Wagon,Green,Occasion,,,Zuzwil,,Mercedes-Benz,1997,0.0,,E 420,E 420 Elégance,False,car,,10,l_km_consumption
463,Coupé,Green,Occasion,,,Zuzwil,,Ferrari,1999,0.0,,456,456M GTA,False,car,,8,l_km_consumption
464,Limousine,Green,Occasion,,,Zuzwil,,Audi,1997,0.0,,A8,A8 4.2 quattro,False,car,,10,l_km_consumption
465,SUV,Anthracite,Occasion,,,Zuzwil,,Porsche,2007,0.0,,CAYENNE,Cayenne Turbo,False,car,,3,l_km_consumption
466,Cabriolet,Green,Occasion,,,Zuzwil,,Mclaren,2013,0.0,,12C,MP4-12C Spider 3.8 V8,False,car,,5,l_km_consumption
467,Limousine,Green,Occasion,,,Zuzwil,,BMW,1980,0.0,,323,323i,False,car,,10,l_km_consumption
468,Limousine,Green,Occasion,,,Zuzwil,,BMW,1987,0.0,,M3,M3,False,car,,2,
469,Cabriolet,Green,Occasion,,,Zuzwil,,BMW,2003,0.0,,Z4,Z4 2.5i Roadster,False,car,,3,l_km_consumption
470,Limousine,Green,Occasion,,,Zuzwil,,Lancia,1984,0.0,,null,Rally 037 stradale,False,car,,4,
471,Coupé,Green,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,S 600,S 600,False,car,,3,
472,Coupé,Green,Occasion,,,Zuzwil,,Ferrari,1994,0.0,,348,348 tb,False,car,,3,
473,Cabriolet,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,SL 63 AMG,SL 63 AMG,False,car,,6,l_km_consumption
474,Cabriolet,Green,Occasion,,,Zuzwil,,Porsche,2011,0.0,,911,911 Turbo S Cabrio SPEED ART 580PS,False,car,,4,l_km_consumption
475,Limousine,Green,Occasion,,,Porrentruy,,Mercedes-Benz,2011,0.0,,S 500,S 500 L,False,car,,9,l_km_consumption
476,Limousine,Beige,Occasion,,,Zuzwil,,Mercedes-Benz,2007,0.0,,S 65 AMG,S 65 L / BRABUS T65 S,False,car,,2,l_km_consumption
477,Limousine,Green,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,null,E 60 Carlsson,False,car,,11,
478,Coupé,Green,Occasion,,,Zuzwil,,Porsche,2003,0.0,,911,911 Turbo,False,car,,4,l_km_consumption
479,Coupé,Green,Occasion,,,Porrentruy,,Lamborghini,1995,0.0,,DIABLO,Diablo SE 30,False,car,,9,
480,Cabriolet,Green,Occasion,,,Zuzwil,,Aston Martin,2010,0.0,,DBS,DBS Volante,False,car,,4,l_km_consumption
481,Cabriolet,Green,Occasion,,,Zuzwil,,Bentley,2010,0.0,,CONTINENTAL,Continental Supersports Conv.,False,car,,9,l_km_consumption
482,Limousine,Green,Occasion,,,Zuzwil,,Lexus,2006,0.0,,GS,GS 450h,False,car,,7,l_km_consumption
483,Coupé,Green,Occasion,,,Zuzwil,,Fiat,1972,0.0,,Dino,2400 Coupé,False,car,,10,
484,Cabriolet,Green,Occasion,,,Zuzwil,,BMW,2000,0.0,,323,323Ci,False,car,,7,l_km_consumption
485,Cabriolet,Green,Occasion,,,Zuzwil,,Mercedes-Benz,1999,0.0,,SL 500,SL 500,False,car,,4,l_km_consumption
486,Limousine,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,CLS 55 AMG,CLS 55 AMG,False,car,,2,l_km_consumption
487,Coupé,Anthracite,Occasion,,,Zuzwil,,Chevrolet,2015,0.0,,CORVETTE,Corvette Z06,False,car,,6,l_km_consumption
488,Limousine,Beige,Occasion,,,Zuzwil,,Mercedes-Benz,1998,0.0,,E 55 AMG,E 55 AMG Avantgarde,False,car,,6,l_km_consumption
489,Limousine,Green,Restored,,,Zuzwil,,NSU,1972,0.0,,null,TT,False,car,,8,
490,Coupé,Green,Occasion,,,Zuzwil,,Porsche,2002,0.0,,911,911 Turbo,False,car,,2,l_km_consumption
491,Station Wagon,Green,Occasion,,,Zuzwil,,Audi,2008,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,10,l_km_consumption
492,Limousine,Green,Occasion,,,Zuzwil,,Audi,2010,0.0,,S3,S3 2.0 TFSI quattro,False,car,,4,l_km_consumption
493,Coupé,Green,Occasion,,,Zuzwil,,Ferrari,2003,0.0,,575M,NOVITEC,False,car,,6,
494,Coupé,Green,Occasion,,,Zuzwil,,Ferrari,1992,0.0,,MONDIAL,Mondial 3.4 T,False,car,,5,
495,Limousine,Green,Occasion,,,Zuzwil,,VW,2002,0.0,,PHAETON,Phaeton 6.0 W12 4Motion,False,car,,11,l_km_consumption
496,Limousine,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,null,CLK DTM AMG,False,car,,8,
497,Cabriolet,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,CLK 55 AMG,CLK 55 AMG Avantgarde,False,car,,12,l_km_consumption
498,Limousine,Green,Occasion,,,Zuzwil,,Mercedes-Benz,1998,0.0,,E 430,E 430 Avantgarde,False,car,,2,l_km_consumption
499,Limousine,Beige,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,CLS 63 AMG,CLS 63 AMG,False,car,,12,l_km_consumption
500,Coupé,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2001,0.0,,CL 55 AMG,CL 55 AMG,False,car,,3,l_km_consumption
501,Coupé,Green,Occasion,,,Zuzwil,,BMW,1982,0.0,,323,Alpina Look,False,car,,2,
502,Coupé,Green,Occasion,,,Zuzwil,,Peugeot,2003,0.0,,406,406 Coupé 3.0 V6 Pack,False,car,,10,l_km_consumption
503,Coupé,Green,Occasion,,,Zuzwil,,BMW,1977,0.0,,633,CSI A,False,car,,1,
504,Cabriolet,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,SLK 320,SLK 320,False,car,,5,l_km_consumption
505,Station Wagon,Green,Occasion,,,Zuzwil,,Audi,2008,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,12,l_km_consumption
506,Cabriolet,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,SL 500,SL 500,False,car,,5,l_km_consumption
507,Coupé,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,CL 600,CL 600,False,car,,5,l_km_consumption
508,Limousine,Green,Occasion,,,Zuzwil,,Audi,1998,0.0,,A6,A6 2.8 Ambiente,False,car,,2,l_km_consumption
509,SUV,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2012,0.0,,ML 63 AMG,ML 63 AMG 4Matic,False,car,,1,l_km_consumption
510,SUV,Beige,Occasion,,,Zuzwil,,BMW,2000,0.0,,X5,X5 4.4i,False,car,,11,l_km_consumption
511,Cabriolet,Green,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,SL 600,SL 600,False,car,,5,l_km_consumption
512,Coupé,Green,Occasion,,,Zuzwil,,Porsche,2007,0.0,,911,Turbo,False,car,,2,
513,SUV,Green,Occasion,,,Zuzwil,,Land Rover,1998,0.0,,RANGE ROVER,Range Rover 4.6 HSE,False,car,,10,l_km_consumption
514,Cabriolet,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 55 AMG,SL 55 AMG,False,car,,5,l_km_consumption
515,Limousine,Green,Occasion,,,Zuzwil,,Alfa Romeo,1981,0.0,,ALFASUD,Alfasud 1.5 ti,False,car,,8,
516,Coupé,Green,Occasion,,,Zuzwil,,Mercedes-Benz,1993,0.0,,S 600,S 600,False,car,,4,
517,Cabriolet,Green,Occasion,,,Sursee,,Ferrari,1974,0.0,,Dino,246 GTS,False,car,,3,
518,Limousine,Green,Occasion,,,Zuzwil,,Audi,1998,0.0,,S8,S8 4.2 quattro,False,car,,7,l_km_consumption
519,Coupé,Green,Occasion,,,Zuzwil,,Chevrolet,2009,0.0,,CORVETTE,Corvette ZR1,False,car,,6,l_km_consumption
520,Coupé,Green,Occasion,,,Zuzwil,,Porsche,2007,0.0,,911,911 GT2,False,car,,12,l_km_consumption
521,Cabriolet,Beige,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,SL 500,SL 500,False,car,,6,
522,Cabriolet,Green,Occasion,,,Zuzwil,,Mercedes-Benz,2009,0.0,,SL 63 AMG,SL 63 AMG,False,car,,1,l_km_consumption
523,Coupé,Green,Occasion,,,Zuzwil,,Renault,1977,0.0,,Alpine A110,null,False,car,,7,
524,Cabriolet,Green,Occasion,,,Zuzwil,,Ferrari,2003,0.0,,F360,F360 Spider,False,car,,3,l_km_consumption
525,Coupé,Green,Occasion,,,Zuzwil,,Porsche,2004,0.0,,911,911 Turbo,False,car,,1,l_km_consumption
526,Limousine,Green,Occasion,,,Zuzwil,,BMW,2005,0.0,,M5,M5,False,car,,8,l_km_consumption
527,Cabriolet,Green,Occasion,,,Zuzwil,,Saab,2003,0.0,,9-3,9-3 2.0i-16 T SE,False,car,,5,l_km_consumption
528,Limousine,Orange,Occasion,,,Zuzwil,,Maserati,2006,0.0,,QUATTROPORTE,Quattroporte 4.2 Exec. GT,False,car,,3,l_km_consumption
529,Coupé,Orange,Occasion,,,Zuzwil,,Alfa Romeo,1984,0.0,,GTV,6 2.5,False,car,,6,
530,Cabriolet,Orange,Occasion,,,Zuzwil,,Mercedes-Benz,1992,0.0,,null,SL 60,False,car,,12,
531,Coupé,Orange,Occasion,,,Zuzwil,,Porsche,2007,0.0,,911,GT3 CUP Rennwagen,False,car,,1,
532,Cabriolet,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 55 AMG,SL 55 AMG,False,car,,10,l_km_consumption
533,Coupé,Orange,Occasion,,,Porrentruy,,Lamborghini,1996,0.0,,DIABLO,SV-R Race,False,car,,0,
534,Limousine,Red,Occasion,,,Zuzwil,,Bentley,1990,0.0,,TURBO,Turbo R,False,car,,5,
535,Coupé,Red,Occasion,,,Zuzwil,,Porsche,2008,0.0,,911,911 Turbo,False,car,,7,l_km_consumption
536,Coupé,Red,Occasion,,,Zuzwil,,Maserati,2005,0.0,,COUPÉ GT,Coupé GT,False,car,,3,l_km_consumption
537,Station Wagon,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,E 350,E 350 Elégance 4Matic,False,car,,4,l_km_consumption
538,Cabriolet,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,SL 65 AMG,SL 65 AMG,False,car,,5,l_km_consumption
539,Cabriolet,Red,Occasion,,,Zuzwil,,Ferrari,2001,0.0,,F360,F360 Spider,False,car,,5,l_km_consumption
540,Cabriolet,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,SL 600,SL 600,False,car,,5,l_km_consumption
541,Cabriolet,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 55 AMG,SL 55 AMG,False,car,,5,l_km_consumption
542,Station Wagon,Red,Occasion,,,Zuzwil,,Audi,2008,0.0,,RS6,RS6 Avant 5.0 V10 quattro 730PS,False,car,,7,l_km_consumption
543,Station Wagon,Blue,Occasion,,,Zuzwil,,Audi,2000,0.0,,S4,S4 Avant quattro,False,car,,7,l_km_consumption
544,Cabriolet,Red,Occasion,,,Zuzwil,,Porsche,1990,0.0,,944,944 S2 Cabriolet ABS,False,car,,4,
545,Cabriolet,Red,Occasion,,,Zuzwil,,Dodge,2001,0.0,,VIPER,RT/10,False,car,,12,
546,SUV,Red,Occasion,,,Zuzwil,,Land Rover,2003,0.0,,RANGE ROVER,Range Rover 4.4 V8 HSE,False,car,,12,l_km_consumption
547,Station Wagon,Red,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,9,l_km_consumption
548,Cabriolet,Red,Occasion,,,Zuzwil,,Ferrari,1998,0.0,,F355,F355 Spider,False,car,,10,l_km_consumption
549,SUV,Red,Occasion,,,Zuzwil,,Porsche,2007,0.0,,CAYENNE,Cayenne S,False,car,,9,l_km_consumption
550,Limousine,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2013,0.0,,S 63 AMG,S 63 AMG,False,car,,10,l_km_consumption
551,Coupé,Red,Occasion,,,Zuzwil,,Porsche,1998,0.0,,911,911 Carrera,False,car,,1,l_km_consumption
552,Cabriolet,Red,Occasion,,,Zuzwil,,Aston Martin,2006,0.0,,DB9,DB9 Volante,False,car,,5,l_km_consumption
553,Cabriolet,Red,Occasion,,,Zuzwil,,Opel,2003,0.0,,SPEEDSTER,Speedster 2.0 16V Turbo,False,car,,6,l_km_consumption
554,Coupé,Blue,Occasion,,,Zuzwil,,Lamborghini,2002,0.0,,MURCIÉLAGO,Murciélago 6.2 Coupé,False,car,,5,l_km_consumption
555,Station Wagon,Red,Occasion,,,Zuzwil,,Audi,2009,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,3,l_km_consumption
556,Cabriolet,Red,Occasion,,,Zuzwil,,Porsche,2014,0.0,,911,911 Turbo S Cabrio,False,car,,4,l_km_consumption
557,Limousine,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2012,0.0,,E 63 AMG,E 63 AMG CGI,False,car,,1,l_km_consumption
558,Limousine,Red,Occasion,,,Zuzwil,,BMW,1998,0.0,,740,740i,False,car,,2,l_km_consumption
559,SUV,Red,Occasion,,,Zuzwil,,Porsche,2003,0.0,,CAYENNE,Cayenne Turbo,False,car,,3,l_km_consumption
560,Coupé,Red,Occasion,,,Zuzwil,,Ferrari,2007,0.0,,F430,F430,False,car,,3,l_km_consumption
561,Cabriolet,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 500,SL 500,False,car,,6,l_km_consumption
562,Coupé,Red,Occasion,,,Zuzwil,,Porsche,1995,0.0,,911,911 Carrera 4 Ruf Turbo BTR 2 420 PS,False,car,,4,
563,Coupé,Red,Occasion,,,Zuzwil,,Mitsubishi,1983,0.0,,STARION,Starion 2000 Turbo,False,car,,4,
564,Cabriolet,Red,Occasion,,,Zuzwil,,Porsche,2004,0.0,,911,911 Turbo Cabrio,False,car,,1,l_km_consumption
565,Coupé,Blue,Occasion,,,Zuzwil,,BMW,2002,0.0,,330,330Ci,False,car,,3,l_km_consumption
566,Limousine,Red,Occasion,,,Zuzwil,,Bentley,1986,0.0,,Mulsanne,Turbo,False,car,,9,
567,Station Wagon,Red,Occasion,,,Zuzwil,,Chrysler,2007,0.0,,300C,300C T 5.7 HEMI V8,False,car,,1,l_km_consumption
568,Limousine,Red,Occasion,,,Zuzwil,,Saab,2005,0.0,,9-3,9-3 2.0T Performance,False,car,,4,l_km_consumption
569,Station Wagon,Red,Occasion,,,Zuzwil,,Volvo,2002,0.0,,V70,V70 2.4T,False,car,,4,l_km_consumption
570,Limousine,Red,Occasion,,,Zuzwil,,VW,2008,0.0,,PHAETON,Phaeton 3.0 TDi V6 4M,False,car,,7,l_km_consumption
571,Limousine,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,C 350,C 350 Elégance 4Matic,False,car,,11,l_km_consumption
572,Limousine,Red,Occasion,,,Zuzwil,,BMW,1999,0.0,,M5,M5,False,car,,4,l_km_consumption
573,Cabriolet,Red,Occasion,,,Zuzwil,,Mercedes-Benz,1993,0.0,,SL 600,SL 600,False,car,,5,
574,Cabriolet,Red,Occasion,,,Zuzwil,,Porsche,1998,0.0,,BOXSTER,Boxster 2.5,False,car,,3,l_km_consumption
575,Coupé,Red,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,CL 600,CL 600,False,car,,1,l_km_consumption
576,Cabriolet,Blue,Occasion,,,Zuzwil,,Triumph,1974,0.0,,Spitfire,MK IV,False,car,,3,
577,Limousine,Red,Occasion,,,Zuzwil,,Rolls-Royce,1978,0.0,,Silver Shadow,II,False,car,,6,
578,Limousine,Red,Occasion,,,Zuzwil,,Jaguar,2001,0.0,,XJ,XJR 4.0 V8 S/C,False,car,,1,l_km_consumption
579,Limousine,Red,Occasion,,,Zuzwil,,Bentley,2002,0.0,,ARNAGE,Arnage T,False,car,,5,l_km_consumption
580,Coupé,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2007,0.0,,CL 600,CL 600,False,car,,4,l_km_consumption
581,Limousine,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2010,0.0,,E 63 AMG,E 63 AMG,False,car,,1,l_km_consumption
582,Coupé,Red,Restored,,,Zuzwil,,Marcos,1968,0.0,,null,1600 GT,False,car,,4,
583,Cabriolet,Red,Occasion,,,Zuzwil,,Mercedes-Benz,1993,0.0,,SL 500,SL 500,False,car,,4,
584,Limousine,Red,Occasion,,,Zuzwil,,Renault,2000,0.0,,CLIO,Rennwagen,False,car,,2,
585,Coupé,Red,Occasion,,,Zuzwil,,Renault,1982,0.0,,ALPINE,V6,False,car,,11,
586,Coupé,Red,Occasion,,,Zuzwil,,Porsche,2001,0.0,,911,GT3 CS,False,car,,1,
587,SUV,Blue,Occasion,,,Zuzwil,,Lincoln,2003,0.0,,Navigator,32 V,False,car,,3,
588,Coupé,Red,Occasion,,,Zuzwil,,Ferrari,2004,0.0,,575M,575M,False,car,,1,l_km_consumption
589,Coupé,Red,Occasion,,,Zuzwil,,Mercedes-Benz,2012,0.0,,SL 65 AMG,BLACK SERIES,False,car,,4,
590,Coupé,Red,Occasion,,,Zuzwil,,Porsche,2002,0.0,,911,911 Turbo,False,car,,1,l_km_consumption
591,Limousine,Red,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,E 420,E 420 Avantgarde,False,car,,5,l_km_consumption
592,Limousine,Red,Occasion,,,Zuzwil,,Audi,1999,0.0,,A8,A8 4.2 quattro,False,car,,1,l_km_consumption
593,Coupé,Red,Occasion,,,Zuzwil,,Ferrari,2006,0.0,,F430,F430,False,car,,3,l_km_consumption
594,Minivan,Red,Occasion,,,Zuzwil,,Dodge,1979,0.0,,null,B 200,False,car,,7,
595,Station Wagon,Red,Occasion,,,Zuzwil,,Audi,2010,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,9,l_km_consumption
596,Coupé,Red,Occasion,,,Zuzwil,,BMW,2001,0.0,,M3,M3,False,car,,9,l_km_consumption
597,Station Wagon,Red,Occasion,,,Zuzwil,,Audi,2000,0.0,,A6,A6 Avant 2.7 T Ambition,False,car,,9,l_km_consumption
598,SUV,Anthracite,Occasion,,,Zuzwil,,Porsche,2010,0.0,,CAYENNE,Cayenne Turbo Techart Magnum Kit,False,car,,1,l_km_consumption
599,Station Wagon,Blue,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,5,l_km_consumption
600,Limousine,Red,Occasion,,,Zuzwil,,Jaguar,2000,0.0,,S-TYPE,S-Type 4.0 V8,False,car,,1,l_km_consumption
601,Coupé,Red,New,,,Zuzwil,,Porsche,2015,0.0,,911,911 Turbo S,False,car,,1,l_km_consumption
602,Limousine,Red,Occasion,,,Zuzwil,,Toyota,1977,0.0,,null,1000 / Publica,False,car,,5,
603,Limousine,Red,Occasion,,,Zuzwil,,Audi,1997,0.0,,A8,A8 4.2 quattro,False,car,,9,l_km_consumption
604,Cabriolet,Red,Occasion,,,Zuzwil,,Jaguar,2002,0.0,,XK,XKR S/C Convertible,False,car,,4,l_km_consumption
605,Station Wagon,Red,Occasion,,,Zuzwil,,Audi,1998,0.0,,A4,A4 Avant 2.8 q.Ambition,False,car,,4,l_km_consumption
606,Limousine,Red,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,E 50 AMG,E 50 AMG Avantgarde,False,car,,11,l_km_consumption
607,SUV,Red,Occasion,,,Zuzwil,,BMW,2004,0.0,,X5,X5 4.8is,False,car,,8,l_km_consumption
608,Station Wagon,Red,Occasion,,,Zuzwil,,Audi,2002,0.0,,RS6,RS6 Avant quattro,False,car,,9,l_km_consumption
609,Cabriolet,Black,Occasion,,,Zuzwil,,BMW,2008,0.0,,135,135i,False,car,,10,l_km_consumption
610,Coupé,Blue,Occasion,,,Zuzwil,,Ferrari,2000,0.0,,456,456M GT,False,car,,3,l_km_consumption
611,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,CLK 55 AMG,CLK 55 AMG Avantgarde,False,car,,2,l_km_consumption
